Read length	Number of total reads	Extract	Number of damaged reads	Sample	Type	Dup
110	21	2	1	11B	Normal	110-2-11B-Normal
110	34	3	1	11A	Normal	110-3-11A-Normal
110	2	3	0	11B	Normal	110-3-11B-Normal
110	12	1	2	11A	SNPs	110-1-11A-SNPs
110	438	1	6	I4411	SNPs	110-1-I4411-SNPs
110	26	1	0	11B	SNPs	110-1-11B-SNPs
110	18	1	0	11B_ss	SNPs	110-1-11B_ss-SNPs
110	13	2	1	11A	SNPs	110-2-11A-SNPs
110	20	2	1	11B	SNPs	110-2-11B-SNPs
110	33	3	1	11A	SNPs	110-3-11A-SNPs
110	2	3	0	11B	SNPs	110-3-11B-SNPs
111	16	1	0	I4411	Indels	111-1-I4411-Indels
111	1	1	0	11B	Indels	111-1-11B-Indels
111	2	3	0	11A	Indels	111-3-11A-Indels
111	12	1	0	11A	Normal	111-1-11A-Normal
111	498	1	2	I4411	Normal	111-1-I4411-Normal
111	23	1	0	11B	Normal	111-1-11B-Normal
111	14	1	0	11B_ss	Normal	111-1-11B_ss-Normal
111	17	2	0	11A	Normal	111-2-11A-Normal
111	28	2	0	11B	Normal	111-2-11B-Normal
111	42	3	0	11A	Normal	111-3-11A-Normal
111	1	3	0	11B	Normal	111-3-11B-Normal
111	12	1	0	11A	SNPs	111-1-11A-SNPs
111	482	1	2	I4411	SNPs	111-1-I4411-SNPs
111	22	1	0	11B	SNPs	111-1-11B-SNPs
111	14	1	0	11B_ss	SNPs	111-1-11B_ss-SNPs
111	17	2	0	11A	SNPs	111-2-11A-SNPs
111	28	2	0	11B	SNPs	111-2-11B-SNPs
111	40	3	0	11A	SNPs	111-3-11A-SNPs
111	1	3	0	11B	SNPs	111-3-11B-SNPs
112	23	1	0	I4411	Indels	112-1-I4411-Indels
112	1	1	0	11B	Indels	112-1-11B-Indels
112	1	1	0	11B_ss	Indels	112-1-11B_ss-Indels
112	1	2	0	11A	Indels	112-2-11A-Indels
112	1	2	0	11B	Indels	112-2-11B-Indels
112	1	3	0	11A	Indels	112-3-11A-Indels
112	18	1	1	11A	Normal	112-1-11A-Normal
112	478	1	3	I4411	Normal	112-1-I4411-Normal
112	13	1	1	11B	Normal	112-1-11B-Normal
112	23	1	0	11B_ss	Normal	112-1-11B_ss-Normal
112	16	2	0	11A	Normal	112-2-11A-Normal
112	25	2	1	11B	Normal	112-2-11B-Normal
112	25	3	0	11A	Normal	112-3-11A-Normal
112	3	3	0	11B	Normal	112-3-11B-Normal
112	18	1	1	11A	SNPs	112-1-11A-SNPs
112	455	1	3	I4411	SNPs	112-1-I4411-SNPs
112	12	1	1	11B	SNPs	112-1-11B-SNPs
112	22	1	0	11B_ss	SNPs	112-1-11B_ss-SNPs
112	15	2	0	11A	SNPs	112-2-11A-SNPs
112	24	2	1	11B	SNPs	112-2-11B-SNPs
112	24	3	0	11A	SNPs	112-3-11A-SNPs
112	3	3	0	11B	SNPs	112-3-11B-SNPs
113	10	1	1	I4411	Indels	113-1-I4411-Indels
113	1	1	0	11B_ss	Indels	113-1-11B_ss-Indels
113	1	2	0	11B	Indels	113-2-11B-Indels
113	1	3	0	11A	Indels	113-3-11A-Indels
113	7	1	0	11A	Normal	113-1-11A-Normal
113	495	1	4	I4411	Normal	113-1-I4411-Normal
113	18	1	0	11B	Normal	113-1-11B-Normal
113	17	1	1	11B_ss	Normal	113-1-11B_ss-Normal
113	10	2	0	11A	Normal	113-2-11A-Normal
113	24	2	0	11B	Normal	113-2-11B-Normal
113	26	3	0	11A	Normal	113-3-11A-Normal
113	1	3	0	11B	Normal	113-3-11B-Normal
113	7	1	0	11A	SNPs	113-1-11A-SNPs
113	485	1	3	I4411	SNPs	113-1-I4411-SNPs
113	18	1	0	11B	SNPs	113-1-11B-SNPs
113	16	1	1	11B_ss	SNPs	113-1-11B_ss-SNPs
113	10	2	0	11A	SNPs	113-2-11A-SNPs
113	23	2	0	11B	SNPs	113-2-11B-SNPs
113	25	3	0	11A	SNPs	113-3-11A-SNPs
113	1	3	0	11B	SNPs	113-3-11B-SNPs
114	16	1	0	I4411	Indels	114-1-I4411-Indels
114	1	2	0	11A	Indels	114-2-11A-Indels
114	1	2	0	11B	Indels	114-2-11B-Indels
114	2	3	0	11A	Indels	114-3-11A-Indels
114	7	1	0	11A	Normal	114-1-11A-Normal
114	442	1	3	I4411	Normal	114-1-I4411-Normal
114	20	1	1	11B	Normal	114-1-11B-Normal
114	24	1	0	11B_ss	Normal	114-1-11B_ss-Normal
114	14	2	0	11A	Normal	114-2-11A-Normal
114	26	2	2	11B	Normal	114-2-11B-Normal
114	23	3	0	11A	Normal	114-3-11A-Normal
114	3	3	0	11B	Normal	114-3-11B-Normal
114	7	1	0	11A	SNPs	114-1-11A-SNPs
114	426	1	3	I4411	SNPs	114-1-I4411-SNPs
114	20	1	1	11B	SNPs	114-1-11B-SNPs
114	24	1	0	11B_ss	SNPs	114-1-11B_ss-SNPs
114	13	2	0	11A	SNPs	114-2-11A-SNPs
114	25	2	2	11B	SNPs	114-2-11B-SNPs
114	21	3	0	11A	SNPs	114-3-11A-SNPs
114	3	3	0	11B	SNPs	114-3-11B-SNPs
115	11	1	0	I4411	Indels	115-1-I4411-Indels
115	1	1	0	11B_ss	Indels	115-1-11B_ss-Indels
115	1	2	0	11B	Indels	115-2-11B-Indels
115	2	3	0	11A	Indels	115-3-11A-Indels
115	7	1	1	11A	Normal	115-1-11A-Normal
115	460	1	4	I4411	Normal	115-1-I4411-Normal
115	8	1	0	11B	Normal	115-1-11B-Normal
115	16	1	0	11B_ss	Normal	115-1-11B_ss-Normal
115	12	2	0	11A	Normal	115-2-11A-Normal
115	25	2	0	11B	Normal	115-2-11B-Normal
115	28	3	1	11A	Normal	115-3-11A-Normal
115	2	3	0	11B	Normal	115-3-11B-Normal
115	7	1	1	11A	SNPs	115-1-11A-SNPs
115	449	1	4	I4411	SNPs	115-1-I4411-SNPs
115	8	1	0	11B	SNPs	115-1-11B-SNPs
115	15	1	0	11B_ss	SNPs	115-1-11B_ss-SNPs
115	12	2	0	11A	SNPs	115-2-11A-SNPs
115	24	2	0	11B	SNPs	115-2-11B-SNPs
115	26	3	1	11A	SNPs	115-3-11A-SNPs
115	2	3	0	11B	SNPs	115-3-11B-SNPs
116	15	1	0	I4411	Indels	116-1-I4411-Indels
116	1	1	0	11B	Indels	116-1-11B-Indels
116	1	2	0	11B	Indels	116-2-11B-Indels
116	3	3	0	11A	Indels	116-3-11A-Indels
116	12	1	1	11A	Normal	116-1-11A-Normal
116	401	1	4	I4411	Normal	116-1-I4411-Normal
116	15	1	0	11B	Normal	116-1-11B-Normal
116	8	1	0	11B_ss	Normal	116-1-11B_ss-Normal
116	10	2	0	11A	Normal	116-2-11A-Normal
116	26	2	0	11B	Normal	116-2-11B-Normal
116	32	3	1	11A	Normal	116-3-11A-Normal
116	12	1	1	11A	SNPs	116-1-11A-SNPs
116	386	1	4	I4411	SNPs	116-1-I4411-SNPs
116	14	1	0	11B	SNPs	116-1-11B-SNPs
116	8	1	0	11B_ss	SNPs	116-1-11B_ss-SNPs
116	10	2	0	11A	SNPs	116-2-11A-SNPs
116	25	2	0	11B	SNPs	116-2-11B-SNPs
116	29	3	1	11A	SNPs	116-3-11A-SNPs
117	1	1	0	11A	Indels	117-1-11A-Indels
117	13	1	0	I4411	Indels	117-1-I4411-Indels
117	1	1	0	11B	Indels	117-1-11B-Indels
117	2	3	0	11A	Indels	117-3-11A-Indels
117	9	1	1	11A	Normal	117-1-11A-Normal
117	394	1	5	I4411	Normal	117-1-I4411-Normal
117	13	1	1	11B	Normal	117-1-11B-Normal
117	21	1	0	11B_ss	Normal	117-1-11B_ss-Normal
117	12	2	0	11A	Normal	117-2-11A-Normal
117	21	2	0	11B	Normal	117-2-11B-Normal
117	23	3	1	11A	Normal	117-3-11A-Normal
117	3	3	0	11B	Normal	117-3-11B-Normal
117	8	1	1	11A	SNPs	117-1-11A-SNPs
117	381	1	5	I4411	SNPs	117-1-I4411-SNPs
117	12	1	1	11B	SNPs	117-1-11B-SNPs
117	21	1	0	11B_ss	SNPs	117-1-11B_ss-SNPs
117	12	2	0	11A	SNPs	117-2-11A-SNPs
117	21	2	0	11B	SNPs	117-2-11B-SNPs
117	21	3	1	11A	SNPs	117-3-11A-SNPs
117	3	3	0	11B	SNPs	117-3-11B-SNPs
118	7	1	0	I4411	Indels	118-1-I4411-Indels
118	1	2	0	11B	Indels	118-2-11B-Indels
118	1	3	0	11A	Indels	118-3-11A-Indels
118	5	1	0	11A	Normal	118-1-11A-Normal
118	370	1	2	I4411	Normal	118-1-I4411-Normal
118	11	1	0	11B	Normal	118-1-11B-Normal
118	16	1	0	11B_ss	Normal	118-1-11B_ss-Normal
118	9	2	0	11A	Normal	118-2-11A-Normal
118	20	2	0	11B	Normal	118-2-11B-Normal
118	21	3	0	11A	Normal	118-3-11A-Normal
118	4	3	0	11B	Normal	118-3-11B-Normal
118	5	1	0	11A	SNPs	118-1-11A-SNPs
118	363	1	2	I4411	SNPs	118-1-I4411-SNPs
118	11	1	0	11B	SNPs	118-1-11B-SNPs
118	16	1	0	11B_ss	SNPs	118-1-11B_ss-SNPs
118	9	2	0	11A	SNPs	118-2-11A-SNPs
118	19	2	0	11B	SNPs	118-2-11B-SNPs
118	20	3	0	11A	SNPs	118-3-11A-SNPs
118	4	3	0	11B	SNPs	118-3-11B-SNPs
119	12	1	0	I4411	Indels	119-1-I4411-Indels
119	1	1	0	11B	Indels	119-1-11B-Indels
119	1	2	0	11A	Indels	119-2-11A-Indels
119	2	2	0	11B	Indels	119-2-11B-Indels
119	9	1	0	11A	Normal	119-1-11A-Normal
119	354	1	2	I4411	Normal	119-1-I4411-Normal
119	16	1	0	11B	Normal	119-1-11B-Normal
119	17	1	0	11B_ss	Normal	119-1-11B_ss-Normal
119	16	2	0	11A	Normal	119-2-11A-Normal
119	20	2	1	11B	Normal	119-2-11B-Normal
119	21	3	0	11A	Normal	119-3-11A-Normal
119	2	3	0	11B	Normal	119-3-11B-Normal
119	9	1	0	11A	SNPs	119-1-11A-SNPs
119	342	1	2	I4411	SNPs	119-1-I4411-SNPs
119	15	1	0	11B	SNPs	119-1-11B-SNPs
119	17	1	0	11B_ss	SNPs	119-1-11B_ss-SNPs
119	15	2	0	11A	SNPs	119-2-11A-SNPs
119	18	2	1	11B	SNPs	119-2-11B-SNPs
119	21	3	0	11A	SNPs	119-3-11A-SNPs
119	2	3	0	11B	SNPs	119-3-11B-SNPs
120	9	1	1	I4411	Indels	120-1-I4411-Indels
120	1	1	0	11B	Indels	120-1-11B-Indels
120	1	2	0	11A	Indels	120-2-11A-Indels
120	1	3	0	11A	Indels	120-3-11A-Indels
120	11	1	0	11A	Normal	120-1-11A-Normal
120	327	1	4	I4411	Normal	120-1-I4411-Normal
120	15	1	0	11B	Normal	120-1-11B-Normal
120	10	1	0	11B_ss	Normal	120-1-11B_ss-Normal
120	13	2	0	11A	Normal	120-2-11A-Normal
120	17	2	0	11B	Normal	120-2-11B-Normal
120	29	3	1	11A	Normal	120-3-11A-Normal
120	11	1	0	11A	SNPs	120-1-11A-SNPs
120	318	1	3	I4411	SNPs	120-1-I4411-SNPs
120	14	1	0	11B	SNPs	120-1-11B-SNPs
120	10	1	0	11B_ss	SNPs	120-1-11B_ss-SNPs
120	12	2	0	11A	SNPs	120-2-11A-SNPs
120	17	2	0	11B	SNPs	120-2-11B-SNPs
120	28	3	1	11A	SNPs	120-3-11A-SNPs
121	11	1	0	I4411	Indels	121-1-I4411-Indels
121	1	2	0	11A	Indels	121-2-11A-Indels
121	6	1	0	11A	Normal	121-1-11A-Normal
121	360	1	4	I4411	Normal	121-1-I4411-Normal
121	10	1	0	11B	Normal	121-1-11B-Normal
121	18	1	1	11B_ss	Normal	121-1-11B_ss-Normal
121	15	2	0	11A	Normal	121-2-11A-Normal
121	22	2	0	11B	Normal	121-2-11B-Normal
121	27	3	1	11A	Normal	121-3-11A-Normal
121	6	1	0	11A	SNPs	121-1-11A-SNPs
121	349	1	4	I4411	SNPs	121-1-I4411-SNPs
121	10	1	0	11B	SNPs	121-1-11B-SNPs
121	18	1	1	11B_ss	SNPs	121-1-11B_ss-SNPs
121	14	2	0	11A	SNPs	121-2-11A-SNPs
121	22	2	0	11B	SNPs	121-2-11B-SNPs
121	27	3	1	11A	SNPs	121-3-11A-SNPs
122	1	1	0	11A	Indels	122-1-11A-Indels
122	11	1	1	I4411	Indels	122-1-I4411-Indels
122	2	1	0	11B	Indels	122-1-11B-Indels
122	1	2	0	11A	Indels	122-2-11A-Indels
122	2	2	0	11B	Indels	122-2-11B-Indels
122	1	3	0	11A	Indels	122-3-11A-Indels
122	10	1	0	11A	Normal	122-1-11A-Normal
122	325	1	7	I4411	Normal	122-1-I4411-Normal
122	18	1	1	11B	Normal	122-1-11B-Normal
122	9	1	1	11B_ss	Normal	122-1-11B_ss-Normal
122	9	2	0	11A	Normal	122-2-11A-Normal
122	22	2	0	11B	Normal	122-2-11B-Normal
122	17	3	0	11A	Normal	122-3-11A-Normal
122	1	3	0	11B	Normal	122-3-11B-Normal
122	9	1	0	11A	SNPs	122-1-11A-SNPs
122	314	1	6	I4411	SNPs	122-1-I4411-SNPs
122	16	1	1	11B	SNPs	122-1-11B-SNPs
122	9	1	1	11B_ss	SNPs	122-1-11B_ss-SNPs
122	8	2	0	11A	SNPs	122-2-11A-SNPs
122	20	2	0	11B	SNPs	122-2-11B-SNPs
122	16	3	0	11A	SNPs	122-3-11A-SNPs
122	1	3	0	11B	SNPs	122-3-11B-SNPs
123	14	1	0	I4411	Indels	123-1-I4411-Indels
123	1	2	0	11B	Indels	123-2-11B-Indels
123	6	1	0	11A	Normal	123-1-11A-Normal
123	350	1	5	I4411	Normal	123-1-I4411-Normal
123	19	1	0	11B	Normal	123-1-11B-Normal
123	13	1	1	11B_ss	Normal	123-1-11B_ss-Normal
123	7	2	0	11A	Normal	123-2-11A-Normal
123	21	2	0	11B	Normal	123-2-11B-Normal
123	29	3	0	11A	Normal	123-3-11A-Normal
123	2	3	0	11B	Normal	123-3-11B-Normal
123	6	1	0	11A	SNPs	123-1-11A-SNPs
123	336	1	5	I4411	SNPs	123-1-I4411-SNPs
123	19	1	0	11B	SNPs	123-1-11B-SNPs
123	13	1	1	11B_ss	SNPs	123-1-11B_ss-SNPs
123	7	2	0	11A	SNPs	123-2-11A-SNPs
123	20	2	0	11B	SNPs	123-2-11B-SNPs
123	29	3	0	11A	SNPs	123-3-11A-SNPs
123	2	3	0	11B	SNPs	123-3-11B-SNPs
100	102	1	4	11B_new_ss	SNPs	100-1-11B_new_ss-SNPs
101	99	1	4	11B_new_ss	SNPs	101-1-11B_new_ss-SNPs
102	89	1	8	11B_new_ss	SNPs	102-1-11B_new_ss-SNPs
103	82	1	3	11B_new_ss	SNPs	103-1-11B_new_ss-SNPs
104	110	1	3	11B_new_ss	SNPs	104-1-11B_new_ss-SNPs
105	70	1	2	11B_new_ss	SNPs	105-1-11B_new_ss-SNPs
106	88	1	4	11B_new_ss	SNPs	106-1-11B_new_ss-SNPs
107	73	1	2	11B_new_ss	SNPs	107-1-11B_new_ss-SNPs
108	76	1	4	11B_new_ss	SNPs	108-1-11B_new_ss-SNPs
109	73	1	2	11B_new_ss	SNPs	109-1-11B_new_ss-SNPs
110	68	1	4	11B_new_ss	SNPs	110-1-11B_new_ss-SNPs
111	74	1	3	11B_new_ss	SNPs	111-1-11B_new_ss-SNPs
112	73	1	4	11B_new_ss	SNPs	112-1-11B_new_ss-SNPs
113	67	1	1	11B_new_ss	SNPs	113-1-11B_new_ss-SNPs
114	78	1	5	11B_new_ss	SNPs	114-1-11B_new_ss-SNPs
115	53	1	4	11B_new_ss	SNPs	115-1-11B_new_ss-SNPs
116	65	1	2	11B_new_ss	SNPs	116-1-11B_new_ss-SNPs
117	66	1	1	11B_new_ss	SNPs	117-1-11B_new_ss-SNPs
118	54	1	1	11B_new_ss	SNPs	118-1-11B_new_ss-SNPs
119	53	1	3	11B_new_ss	SNPs	119-1-11B_new_ss-SNPs
120	51	1	0	11B_new_ss	SNPs	120-1-11B_new_ss-SNPs
121	55	1	3	11B_new_ss	SNPs	121-1-11B_new_ss-SNPs
122	49	1	1	11B_new_ss	SNPs	122-1-11B_new_ss-SNPs
123	51	1	1	11B_new_ss	SNPs	123-1-11B_new_ss-SNPs
31	5329	1	1015	11B_new_ss	SNPs	31-1-11B_new_ss-SNPs
32	5992	1	1190	11B_new_ss	SNPs	32-1-11B_new_ss-SNPs
33	5185	1	1399	11B_new_ss	SNPs	33-1-11B_new_ss-SNPs
34	5657	1	1562	11B_new_ss	SNPs	34-1-11B_new_ss-SNPs
35	5868	1	1702	11B_new_ss	SNPs	35-1-11B_new_ss-SNPs
36	6220	1	1954	11B_new_ss	SNPs	36-1-11B_new_ss-SNPs
37	6276	1	1921	11B_new_ss	SNPs	37-1-11B_new_ss-SNPs
38	6109	1	1966	11B_new_ss	SNPs	38-1-11B_new_ss-SNPs
39	6130	1	1958	11B_new_ss	SNPs	39-1-11B_new_ss-SNPs
40	6096	1	1947	11B_new_ss	SNPs	40-1-11B_new_ss-SNPs
41	5941	1	1852	11B_new_ss	SNPs	41-1-11B_new_ss-SNPs
42	5626	1	1853	11B_new_ss	SNPs	42-1-11B_new_ss-SNPs
43	5216	1	1712	11B_new_ss	SNPs	43-1-11B_new_ss-SNPs
44	4828	1	1595	11B_new_ss	SNPs	44-1-11B_new_ss-SNPs
45	4475	1	1474	11B_new_ss	SNPs	45-1-11B_new_ss-SNPs
46	4070	1	1445	11B_new_ss	SNPs	46-1-11B_new_ss-SNPs
47	3691	1	1224	11B_new_ss	SNPs	47-1-11B_new_ss-SNPs
48	3313	1	1172	11B_new_ss	SNPs	48-1-11B_new_ss-SNPs
49	2986	1	1041	11B_new_ss	SNPs	49-1-11B_new_ss-SNPs
50	2680	1	912	11B_new_ss	SNPs	50-1-11B_new_ss-SNPs
51	2375	1	786	11B_new_ss	SNPs	51-1-11B_new_ss-SNPs
52	2132	1	695	11B_new_ss	SNPs	52-1-11B_new_ss-SNPs
53	1896	1	667	11B_new_ss	SNPs	53-1-11B_new_ss-SNPs
54	1630	1	534	11B_new_ss	SNPs	54-1-11B_new_ss-SNPs
55	1455	1	477	11B_new_ss	SNPs	55-1-11B_new_ss-SNPs
56	1304	1	400	11B_new_ss	SNPs	56-1-11B_new_ss-SNPs
57	1128	1	378	11B_new_ss	SNPs	57-1-11B_new_ss-SNPs
58	1045	1	318	11B_new_ss	SNPs	58-1-11B_new_ss-SNPs
59	887	1	252	11B_new_ss	SNPs	59-1-11B_new_ss-SNPs
60	829	1	224	11B_new_ss	SNPs	60-1-11B_new_ss-SNPs
61	814	1	231	11B_new_ss	SNPs	61-1-11B_new_ss-SNPs
62	680	1	167	11B_new_ss	SNPs	62-1-11B_new_ss-SNPs
63	607	1	141	11B_new_ss	SNPs	63-1-11B_new_ss-SNPs
64	531	1	123	11B_new_ss	SNPs	64-1-11B_new_ss-SNPs
65	487	1	113	11B_new_ss	SNPs	65-1-11B_new_ss-SNPs
66	477	1	104	11B_new_ss	SNPs	66-1-11B_new_ss-SNPs
67	412	1	84	11B_new_ss	SNPs	67-1-11B_new_ss-SNPs
68	425	1	77	11B_new_ss	SNPs	68-1-11B_new_ss-SNPs
69	372	1	57	11B_new_ss	SNPs	69-1-11B_new_ss-SNPs
70	397	1	68	11B_new_ss	SNPs	70-1-11B_new_ss-SNPs
71	410	1	55	11B_new_ss	SNPs	71-1-11B_new_ss-SNPs
72	329	1	38	11B_new_ss	SNPs	72-1-11B_new_ss-SNPs
73	310	1	42	11B_new_ss	SNPs	73-1-11B_new_ss-SNPs
74	270	1	31	11B_new_ss	SNPs	74-1-11B_new_ss-SNPs
75	269	1	34	11B_new_ss	SNPs	75-1-11B_new_ss-SNPs
76	279	1	34	11B_new_ss	SNPs	76-1-11B_new_ss-SNPs
77	272	1	23	11B_new_ss	SNPs	77-1-11B_new_ss-SNPs
78	231	1	21	11B_new_ss	SNPs	78-1-11B_new_ss-SNPs
79	254	1	16	11B_new_ss	SNPs	79-1-11B_new_ss-SNPs
80	203	1	14	11B_new_ss	SNPs	80-1-11B_new_ss-SNPs
81	215	1	13	11B_new_ss	SNPs	81-1-11B_new_ss-SNPs
82	192	1	13	11B_new_ss	SNPs	82-1-11B_new_ss-SNPs
83	195	1	19	11B_new_ss	SNPs	83-1-11B_new_ss-SNPs
84	164	1	17	11B_new_ss	SNPs	84-1-11B_new_ss-SNPs
85	170	1	10	11B_new_ss	SNPs	85-1-11B_new_ss-SNPs
86	152	1	10	11B_new_ss	SNPs	86-1-11B_new_ss-SNPs
87	164	1	11	11B_new_ss	SNPs	87-1-11B_new_ss-SNPs
88	157	1	11	11B_new_ss	SNPs	88-1-11B_new_ss-SNPs
89	148	1	10	11B_new_ss	SNPs	89-1-11B_new_ss-SNPs
90	173	1	12	11B_new_ss	SNPs	90-1-11B_new_ss-SNPs
91	134	1	6	11B_new_ss	SNPs	91-1-11B_new_ss-SNPs
92	142	1	6	11B_new_ss	SNPs	92-1-11B_new_ss-SNPs
93	133	1	3	11B_new_ss	SNPs	93-1-11B_new_ss-SNPs
94	118	1	6	11B_new_ss	SNPs	94-1-11B_new_ss-SNPs
95	102	1	4	11B_new_ss	SNPs	95-1-11B_new_ss-SNPs
96	114	1	7	11B_new_ss	SNPs	96-1-11B_new_ss-SNPs
97	84	1	4	11B_new_ss	SNPs	97-1-11B_new_ss-SNPs
98	98	1	4	11B_new_ss	SNPs	98-1-11B_new_ss-SNPs
99	99	1	3	11B_new_ss	SNPs	99-1-11B_new_ss-SNPs
100	92	1	3	11B_new_ds	SNPs	100-1-11B_new_ds-SNPs
101	77	1	1	11B_new_ds	SNPs	101-1-11B_new_ds-SNPs
102	90	1	3	11B_new_ds	SNPs	102-1-11B_new_ds-SNPs
103	66	1	2	11B_new_ds	SNPs	103-1-11B_new_ds-SNPs
104	84	1	1	11B_new_ds	SNPs	104-1-11B_new_ds-SNPs
105	78	1	2	11B_new_ds	SNPs	105-1-11B_new_ds-SNPs
106	71	1	1	11B_new_ds	SNPs	106-1-11B_new_ds-SNPs
107	73	1	0	11B_new_ds	SNPs	107-1-11B_new_ds-SNPs
108	76	1	2	11B_new_ds	SNPs	108-1-11B_new_ds-SNPs
109	82	1	1	11B_new_ds	SNPs	109-1-11B_new_ds-SNPs
110	86	1	1	11B_new_ds	SNPs	110-1-11B_new_ds-SNPs
111	76	1	1	11B_new_ds	SNPs	111-1-11B_new_ds-SNPs
112	74	1	3	11B_new_ds	SNPs	112-1-11B_new_ds-SNPs
113	75	1	1	11B_new_ds	SNPs	113-1-11B_new_ds-SNPs
114	80	1	2	11B_new_ds	SNPs	114-1-11B_new_ds-SNPs
115	67	1	0	11B_new_ds	SNPs	115-1-11B_new_ds-SNPs
116	64	1	0	11B_new_ds	SNPs	116-1-11B_new_ds-SNPs
117	58	1	1	11B_new_ds	SNPs	117-1-11B_new_ds-SNPs
118	64	1	2	11B_new_ds	SNPs	118-1-11B_new_ds-SNPs
119	67	1	1	11B_new_ds	SNPs	119-1-11B_new_ds-SNPs
120	53	1	0	11B_new_ds	SNPs	120-1-11B_new_ds-SNPs
121	54	1	0	11B_new_ds	SNPs	121-1-11B_new_ds-SNPs
122	64	1	1	11B_new_ds	SNPs	122-1-11B_new_ds-SNPs
123	75	1	0	11B_new_ds	SNPs	123-1-11B_new_ds-SNPs
31	1508	1	328	11B_new_ds	SNPs	31-1-11B_new_ds-SNPs
32	2137	1	522	11B_new_ds	SNPs	32-1-11B_new_ds-SNPs
33	2352	1	652	11B_new_ds	SNPs	33-1-11B_new_ds-SNPs
34	2975	1	799	11B_new_ds	SNPs	34-1-11B_new_ds-SNPs
35	3211	1	924	11B_new_ds	SNPs	35-1-11B_new_ds-SNPs
36	3562	1	1007	11B_new_ds	SNPs	36-1-11B_new_ds-SNPs
37	3797	1	1138	11B_new_ds	SNPs	37-1-11B_new_ds-SNPs
38	3876	1	1166	11B_new_ds	SNPs	38-1-11B_new_ds-SNPs
39	3809	1	1144	11B_new_ds	SNPs	39-1-11B_new_ds-SNPs
40	3852	1	1174	11B_new_ds	SNPs	40-1-11B_new_ds-SNPs
41	3744	1	1169	11B_new_ds	SNPs	41-1-11B_new_ds-SNPs
42	3642	1	1136	11B_new_ds	SNPs	42-1-11B_new_ds-SNPs
43	3333	1	1089	11B_new_ds	SNPs	43-1-11B_new_ds-SNPs
44	3101	1	1027	11B_new_ds	SNPs	44-1-11B_new_ds-SNPs
45	2942	1	1014	11B_new_ds	SNPs	45-1-11B_new_ds-SNPs
46	2727	1	875	11B_new_ds	SNPs	46-1-11B_new_ds-SNPs
47	2453	1	807	11B_new_ds	SNPs	47-1-11B_new_ds-SNPs
48	2400	1	763	11B_new_ds	SNPs	48-1-11B_new_ds-SNPs
49	2103	1	644	11B_new_ds	SNPs	49-1-11B_new_ds-SNPs
50	1835	1	572	11B_new_ds	SNPs	50-1-11B_new_ds-SNPs
51	1611	1	486	11B_new_ds	SNPs	51-1-11B_new_ds-SNPs
52	1489	1	493	11B_new_ds	SNPs	52-1-11B_new_ds-SNPs
53	1324	1	403	11B_new_ds	SNPs	53-1-11B_new_ds-SNPs
54	1149	1	335	11B_new_ds	SNPs	54-1-11B_new_ds-SNPs
55	1031	1	270	11B_new_ds	SNPs	55-1-11B_new_ds-SNPs
56	942	1	288	11B_new_ds	SNPs	56-1-11B_new_ds-SNPs
57	808	1	217	11B_new_ds	SNPs	57-1-11B_new_ds-SNPs
58	728	1	185	11B_new_ds	SNPs	58-1-11B_new_ds-SNPs
59	688	1	153	11B_new_ds	SNPs	59-1-11B_new_ds-SNPs
60	571	1	139	11B_new_ds	SNPs	60-1-11B_new_ds-SNPs
61	506	1	100	11B_new_ds	SNPs	61-1-11B_new_ds-SNPs
62	476	1	111	11B_new_ds	SNPs	62-1-11B_new_ds-SNPs
63	405	1	98	11B_new_ds	SNPs	63-1-11B_new_ds-SNPs
64	346	1	78	11B_new_ds	SNPs	64-1-11B_new_ds-SNPs
65	345	1	75	11B_new_ds	SNPs	65-1-11B_new_ds-SNPs
66	307	1	56	11B_new_ds	SNPs	66-1-11B_new_ds-SNPs
67	284	1	43	11B_new_ds	SNPs	67-1-11B_new_ds-SNPs
68	313	1	38	11B_new_ds	SNPs	68-1-11B_new_ds-SNPs
69	302	1	26	11B_new_ds	SNPs	69-1-11B_new_ds-SNPs
70	289	1	44	11B_new_ds	SNPs	70-1-11B_new_ds-SNPs
71	259	1	31	11B_new_ds	SNPs	71-1-11B_new_ds-SNPs
72	198	1	26	11B_new_ds	SNPs	72-1-11B_new_ds-SNPs
73	183	1	19	11B_new_ds	SNPs	73-1-11B_new_ds-SNPs
74	203	1	15	11B_new_ds	SNPs	74-1-11B_new_ds-SNPs
75	204	1	15	11B_new_ds	SNPs	75-1-11B_new_ds-SNPs
76	181	1	19	11B_new_ds	SNPs	76-1-11B_new_ds-SNPs
77	192	1	12	11B_new_ds	SNPs	77-1-11B_new_ds-SNPs
78	187	1	9	11B_new_ds	SNPs	78-1-11B_new_ds-SNPs
79	187	1	5	11B_new_ds	SNPs	79-1-11B_new_ds-SNPs
80	196	1	17	11B_new_ds	SNPs	80-1-11B_new_ds-SNPs
81	158	1	5	11B_new_ds	SNPs	81-1-11B_new_ds-SNPs
82	155	1	8	11B_new_ds	SNPs	82-1-11B_new_ds-SNPs
83	114	1	5	11B_new_ds	SNPs	83-1-11B_new_ds-SNPs
84	142	1	7	11B_new_ds	SNPs	84-1-11B_new_ds-SNPs
85	124	1	2	11B_new_ds	SNPs	85-1-11B_new_ds-SNPs
